state,district,city,property_type,beds,baths,size_sqft,furnishing,facing,age_years,price_inr,locality_key
Telangana,Jangaon,Jangaon,Independent House,5,4,2590,Unfurnished,North,1,10125000,Jangaon | Jangaon Town
Andhra Pradesh,Bapatla,Bapatla,Independent House,3,2,1545,Unfurnished,West,8,2575000,Bapatla | Martur
Andhra Pradesh,East Godavari,Rajahmundry,Independent Builder Floor,3,3,1514,Unfurnished,West,0,5175000,East Godavari | Kambala Cheruvu
Telangana,Nagarkurnool,Nagarkurnool,Independent Builder Floor,3,3,1140,Unfurnished,North,0,3125000,Nagarkurnool | Nagarkurnool Town
Andhra Pradesh,West Godavari,Bhimavaram,Independent House,3,3,1612,Unfurnished,North,1,4150000,West Godavari | Attili
Telangana,Yadadri Bhuvanagiri,Bhongir,Apartment,3,4,1596,Unfurnished,East,14,5150000,Yadadri Bhuvanagiri | Bibinagar
Telangana,Sangareddy,Hyderabad,Independent House,4,5,2281,Unfurnished,East,0,13200000,Sangareddy | Patancheru
Andhra Pradesh,East Godavari,Rajahmundry,Residential Plot,0,0,2700,Not Applicable,North-East,0,3025000,East Godavari | Gokavaram
Andhra Pradesh,Krishna,Vijayawada,Independent House,3,3,1346,Unfurnished,North,0,7200000,Krishna | Gannavaram
Andhra Pradesh,NTR,Vijayawada,Villa,4,3,2150,Semi-Furnished,North-East,5,17800000,NTR | Auto Nagar
Telangana,Warangal,Warangal,Apartment,2,2,1232,Unfurnished,North,0,4800000,Warangal | Khila Warangal
Telangana,Khammam,Khammam,Apartment,2,2,1359,Unfurnished,North,0,6575000,Khammam | Gandhi Chowk
Telangana,Peddapalli,Peddapalli,Villa,3,2,1843,Unfurnished,North-East,2,7350000,Peddapalli | Godavarikhani
Telangana,Jangaon,Jangaon,Independent House,6,7,3082,Semi-Furnished,North,21,4125000,Jangaon | Zaffergadh
Telangana,Medchal Malkajgiri,Hyderabad,Independent House,3,3,1504,Unfurnished,South,12,12175000,Medchal Malkajgiri | KPHB
Andhra Pradesh,East Godavari,Rajahmundry,Independent House,6,6,3002,Unfurnished,North,2,14700000,East Godavari | Morampudi
Andhra Pradesh,Kakinada,Kakinada,Apartment,2,2,1231,Semi-Furnished,North-East,1,6350000,Kakinada | Santhi Nagar
Telangana,Rangareddy,Hyderabad,Apartment,2,2,962,Unfurnished,East,6,8650000,Rangareddy | Manikonda
Telangana,Nalgonda,Nalgonda,Independent House,3,3,1796,Unfurnished,South,9,3625000,Nalgonda | Nagarjuna Sagar
Andhra Pradesh,Krishna,Machilipatnam,Independent House,3,4,1648,Unfurnished,North-East,8,5325000,Krishna | Pedana
Telangana,Medak,Medak,Apartment,2,2,1089,Unfurnished,North,5,1725000,Medak | Papannapet
Telangana,Nizamabad,Nizamabad,Apartment,2,2,1007,Semi-Furnished,East,1,3675000,Nizamabad | Armoor
Andhra Pradesh,Tirupati,Tirupati,Villa,5,4,3200,Unfurnished,East,7,25725000,Tirupati | Leela Mahal Circle
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Amalapuram,Residential Plot,0,0,900,Not Applicable,North,0,1050000,Dr. B.R. Ambedkar Konaseema | Ravulapalem
Telangana,Sangareddy,Hyderabad,Independent House,3,4,1939,Semi-Furnished,East,30,10700000,Sangareddy | Beeramguda
Telangana,Vikarabad,Vikarabad,Residential Plot,0,0,3600,Not Applicable,South-East,0,2925000,Vikarabad | Mominpet
Telangana,Khammam,Khammam,Independent House,4,3,2435,Unfurnished,North,0,12300000,Khammam | Mamillagudem
Andhra Pradesh,Kakinada,Kakinada,Independent House,4,4,2059,Unfurnished,West,4,12650000,Kakinada | Ramanayapeta
Andhra Pradesh,Kakinada,Kakinada,Independent House,3,3,1631,Semi-Furnished,East,4,10150000,Kakinada | Suryaraopeta
Andhra Pradesh,Guntur,Guntur,Apartment,2,1,1070,Unfurnished,West,0,5000000,Guntur | Kothapet
Telangana,Warangal,Warangal,Independent Builder Floor,2,2,954,Unfurnished,South-East,0,3050000,Warangal | Rangashaipet
Andhra Pradesh,West Godavari,Bhimavaram,Residential Plot,0,0,2997,Not Applicable,North-East,0,4875000,West Godavari | Tadepalligudem
Telangana,Suryapet,Suryapet,Independent House,3,3,1376,Semi-Furnished,South-East,2,4400000,Suryapet | Kodad
Telangana,Sangareddy,Hyderabad,Villa,3,2,1740,Furnished,South,25,12500000,Sangareddy | Ameenpur
Andhra Pradesh,Anantapur,Anantapur,Apartment,2,2,1133,Semi-Furnished,South-East,11,3450000,Anantapur | Gandhi Nagar
Telangana,Mahabubnagar,Mahabubnagar,Villa,3,3,2577,Semi-Furnished,North,4,6800000,Mahabubnagar | Koilkonda
Andhra Pradesh,Guntur,Guntur,Apartment,2,2,1016,Unfurnished,North-East,0,2875000,Guntur | Pedakakani
Telangana,Khammam,Khammam,Residential Plot,0,0,1503,Not Applicable,East,0,1500000,Khammam | Thirumalayapalem
Andhra Pradesh,Guntur,Guntur,Independent House,4,4,2093,Unfurnished,West,17,7175000,Guntur | Nallapadu
Telangana,Suryapet,Suryapet,Independent House,4,5,1922,Unfurnished,East,18,5225000,Suryapet | Suryapet Town
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Apartment,2,1,1065,Unfurnished,East,1,3750000,Sri Sathya Sai | Hindupur
Telangana,Bhadradri Kothagudem,Kothagudem,Independent House,3,4,1226,Semi-Furnished,South-East,16,3225000,Bhadradri Kothagudem | Palvancha
Telangana,Hyderabad,Hyderabad,Residential Plot,0,0,1350,Not Applicable,North-East,0,19400000,Hyderabad | Banjara Hills
Telangana,Nalgonda,Nalgonda,Residential Plot,0,0,1800,Not Applicable,West,0,1300000,Nalgonda | Chandur
Telangana,Hyderabad,Hyderabad,Residential Plot,0,0,1800,Not Applicable,North-East,0,15300000,Hyderabad | Himayatnagar
Andhra Pradesh,Kurnool,Kurnool,Apartment,2,2,977,Unfurnished,South,3,2925000,Kurnool | Balaji Nagar
Telangana,Nizamabad,Nizamabad,Residential Plot,0,0,1197,Not Applicable,South,0,950000,Nizamabad | Balkonda
Andhra Pradesh,Srikakulam,Srikakulam,Independent Builder Floor,3,2,1350,Furnished,East,2,3625000,Srikakulam | Narasannapeta
Telangana,Sangareddy,Hyderabad,Apartment,2,2,1072,Furnished,West,8,6750000,Sangareddy | Beeramguda
Telangana,Medchal Malkajgiri,Hyderabad,Residential Plot,0,0,1197,Not Applicable,East,0,7400000,Medchal Malkajgiri | Bachupally
Andhra Pradesh,Anakapalli,Anakapalle,Apartment,4,4,2548,Unfurnished,South-East,0,8700000,Anakapalli | Narsipatnam
Andhra Pradesh,Prakasam,Ongole,Apartment,3,3,1361,Unfurnished,South,0,2500000,Prakasam | Santhanuthalapadu
Telangana,Vikarabad,Vikarabad,Residential Plot,0,0,1503,Not Applicable,South,0,875000,Vikarabad | Dharur
Telangana,Adilabad,Adilabad,Independent House,5,6,2685,Unfurnished,North-East,30,7625000,Adilabad | Adilabad Town
Telangana,Hanumakonda,Hanamkonda,Apartment,3,2,1592,Unfurnished,South,4,8675000,Hanumakonda | Naimnagar
Telangana,Medchal Malkajgiri,Hyderabad,Residential Plot,0,0,2997,Not Applicable,East,0,12400000,Medchal Malkajgiri | Nagaram
Andhra Pradesh,Kurnool,Kurnool,Independent House,3,4,2018,Unfurnished,North,1,9200000,Kurnool | Gayathri Estates
Telangana,Yadadri Bhuvanagiri,Bhongir,Apartment,3,2,1658,Unfurnished,South,0,5350000,Yadadri Bhuvanagiri | Yadagirigutta
Telangana,Narayanpet,Narayanpet,Apartment,3,3,1567,Semi-Furnished,South-East,1,2525000,Narayanpet | Maganoor
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Residential Plot,0,0,2700,Not Applicable,North,0,16550000,Visakhapatnam | MVP Colony
Andhra Pradesh,YSR Kadapa,Kadapa,Apartment,3,2,1228,Unfurnished,East,0,5200000,YSR Kadapa | Chinna Chowk
Telangana,Khammam,Khammam,Residential Plot,0,0,1620,Not Applicable,West,0,3375000,Khammam | Mamillagudem
Andhra Pradesh,NTR,Vijayawada,Independent House,2,3,1073,Unfurnished,East,1,6350000,NTR | Auto Nagar
Andhra Pradesh,Kakinada,Kakinada,Independent House,5,5,2472,Unfurnished,North,9,8600000,Kakinada | Madhavapatnam
Andhra Pradesh,Guntur,Guntur,Apartment,3,3,1559,Unfurnished,North-East,9,7300000,Guntur | Brodipet
Andhra Pradesh,Kurnool,Kurnool,Residential Plot,0,0,1503,Not Applicable,North-East,0,2450000,Kurnool | Sunkesula Road
Telangana,Rangareddy,Hyderabad,Apartment,3,3,1401,Unfurnished,North,0,14875000,Rangareddy | Nallagandla
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Independent Builder Floor,2,1,1071,Semi-Furnished,North-East,5,4800000,Sri Sathya Sai | Puttaparthi Town
Telangana,Medak,Medak,Residential Plot,0,0,1197,Not Applicable,North-East,0,2525000,Medak | Medak Town
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,4,4,2186,Unfurnished,East,5,17075000,Medchal Malkajgiri | Kompally
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Independent Builder Floor,2,1,1037,Unfurnished,North-East,0,6425000,Sri Potti Sriramulu Nellore | Dargamitta
Andhra Pradesh,Srikakulam,Srikakulam,Apartment,3,4,1502,Unfurnished,North,0,5275000,Srikakulam | Srikakulam Town
Telangana,Mancherial,Mancherial,Independent House,5,5,2516,Semi-Furnished,West,2,5950000,Mancherial | Chennur
Andhra Pradesh,Srikakulam,Srikakulam,Villa,3,2,2623,Unfurnished,East,2,11725000,Srikakulam | Amadalavalasa
Andhra Pradesh,Tirupati,Tirupati,Residential Plot,0,0,4500,Not Applicable,East,0,5925000,Tirupati | Gudur
Andhra Pradesh,Guntur,Guntur,Independent House,3,3,1365,Unfurnished,East,18,5225000,Guntur | Vidya Nagar
Andhra Pradesh,Bapatla,Bapatla,Apartment,1,1,439,Semi-Furnished,South,0,1475000,Bapatla | Repalle
Telangana,Nizamabad,Nizamabad,Apartment,2,2,1058,Semi-Furnished,North-East,23,2300000,Nizamabad | Dichpally
Andhra Pradesh,Srikakulam,Srikakulam,Independent House,4,4,1913,Furnished,North,1,5050000,Srikakulam | Sompeta
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Amalapuram,Residential Plot,0,0,1503,Not Applicable,North,0,1600000,Dr. B.R. Ambedkar Konaseema | Ravulapalem
Telangana,Mahabubnagar,Mahabubnagar,Apartment,3,3,1521,Unfurnished,East,0,3950000,Mahabubnagar | Jadcherla
Andhra Pradesh,YSR Kadapa,Kadapa,Independent House,3,2,1757,Unfurnished,South,1,6350000,YSR Kadapa | Marripadu
Telangana,Rangareddy,Hyderabad,Independent House,4,5,1989,Unfurnished,South,0,8400000,Rangareddy | Kothur
Telangana,Rangareddy,Hyderabad,Apartment,3,3,1549,Unfurnished,South,0,16175000,Rangareddy | Madhapur
Andhra Pradesh,Kurnool,Kurnool,Independent House,4,3,1974,Semi-Furnished,North-East,4,5800000,Kurnool | Nandyal Road
Andhra Pradesh,Prakasam,Ongole,Apartment,3,4,1501,Furnished,North,10,3400000,Prakasam | Kothapatnam
Telangana,Rangareddy,Hyderabad,Apartment,3,4,1212,Semi-Furnished,South-East,1,17025000,Rangareddy | Madhapur
Andhra Pradesh,East Godavari,Rajahmundry,Independent Builder Floor,3,3,1241,Unfurnished,West,0,2625000,East Godavari | Seethanagaram
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Residential Plot,0,0,1350,Not Applicable,East,0,2200000,Sri Potti Sriramulu Nellore | Kavali
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Apartment,1,1,545,Unfurnished,North,0,1100000,Sri Sathya Sai | Bukkapatnam
Telangana,Medchal Malkajgiri,Hyderabad,Independent House,2,2,1055,Semi-Furnished,South,1,5200000,Medchal Malkajgiri | Keesara
Telangana,Medak,Medak,Independent House,3,3,1424,Unfurnished,South-East,3,4150000,Medak | Medak Town
Telangana,Nalgonda,Nalgonda,Apartment,3,3,1334,Unfurnished,North,0,2675000,Nalgonda | Haliya
Telangana,Rangareddy,Hyderabad,Independent Builder Floor,2,2,922,Unfurnished,North,1,11475000,Rangareddy | Gachibowli
Andhra Pradesh,Srikakulam,Srikakulam,Independent House,3,2,1584,Furnished,North,1,4075000,Srikakulam | Tekkali
Andhra Pradesh,NTR,Vijayawada,Apartment,2,1,1050,Unfurnished,West,6,4800000,NTR | Ajit Singh Nagar
Andhra Pradesh,NTR,Vijayawada,Apartment,3,2,1729,Unfurnished,West,1,8800000,NTR | Gunadala
Andhra Pradesh,Nandyal,Nandyal,Residential Plot,0,0,1350,Not Applicable,West,0,1550000,Nandyal | Dhone
Telangana,Narayanpet,Narayanpet,Independent House,3,3,2408,Furnished,North,0,4350000,Narayanpet | Maganoor
Andhra Pradesh,East Godavari,Rajahmundry,Independent Builder Floor,2,3,894,Unfurnished,East,24,3025000,East Godavari | Kambala Cheruvu
Telangana,Medak,Medak,Residential Plot,0,0,1350,Not Applicable,North,0,1600000,Medak | Narsapur
Andhra Pradesh,Anantapur,Anantapur,Villa,3,2,1756,Unfurnished,East,0,8925000,Anantapur | Rudrampeta
Telangana,Mahabubabad,Mahabubabad,Independent House,5,5,2492,Unfurnished,North,12,3175000,Mahabubabad | Maripeda
Telangana,Rangareddy,Hyderabad,Villa,3,4,1673,Semi-Furnished,South,11,12200000,Rangareddy | Hayathnagar
Andhra Pradesh,NTR,Vijayawada,Independent Builder Floor,3,3,1371,Unfurnished,West,2,8300000,NTR | Auto Nagar
Andhra Pradesh,Vizianagaram,Vizianagaram,Independent House,2,2,1188,Semi-Furnished,East,20,2525000,Vizianagaram | Srungavarapukota
Andhra Pradesh,Kakinada,Kakinada,Independent House,3,3,1716,Unfurnished,East,16,7900000,Kakinada | Sasikanth Nagar
Andhra Pradesh,Alluri Sitharama Raju,Paderu,Residential Plot,0,0,2997,Not Applicable,South,0,3175000,Alluri Sitharama Raju | Paderu
Andhra Pradesh,Tirupati,Tirupati,Apartment,4,5,1857,Furnished,East,2,5950000,Tirupati | Puttur
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Residential Plot,0,0,1998,Not Applicable,East,0,5700000,Visakhapatnam | Madhurawada
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Independent House,3,3,1865,Semi-Furnished,North-East,0,8875000,Visakhapatnam | Kurmannapalem
Telangana,Hyderabad,Hyderabad,Apartment,4,5,1641,Unfurnished,East,7,19175000,Hyderabad | Banjara Hills
Andhra Pradesh,Bapatla,Bapatla,Apartment,2,2,1011,Unfurnished,East,1,3750000,Bapatla | Bapatla Town
Andhra Pradesh,Bapatla,Bapatla,Independent Builder Floor,3,3,1441,Unfurnished,North-East,9,3250000,Bapatla | Parchur
Telangana,Wanaparthy,Wanaparthy,Independent Builder Floor,3,3,1770,Unfurnished,North,0,3875000,Wanaparthy | Kothakota
Andhra Pradesh,Srikakulam,Srikakulam,Apartment,2,2,1126,Furnished,West,5,2975000,Srikakulam | Amadalavalasa
Andhra Pradesh,Vizianagaram,Vizianagaram,Apartment,2,3,1186,Unfurnished,North,0,4650000,Vizianagaram | Vizianagaram Town
Telangana,Nizamabad,Nizamabad,Independent House,3,3,1427,Semi-Furnished,East,1,4275000,Nizamabad | Bodhan
Telangana,Medchal Malkajgiri,Hyderabad,Residential Plot,0,0,1800,Not Applicable,East,0,8400000,Medchal Malkajgiri | Kapra
Telangana,Jayashankar Bhupalpally,Bhupalpally,Villa,3,3,1537,Semi-Furnished,East,1,2700000,Jayashankar Bhupalpally | Malharrao
Telangana,Narayanpet,Narayanpet,Apartment,3,2,1647,Semi-Furnished,East,0,4575000,Narayanpet | Narayanpet Town
Telangana,Jangaon,Jangaon,Independent House,3,3,1738,Unfurnished,East,0,2625000,Jangaon | Bachannapet
Andhra Pradesh,Guntur,Guntur,Residential Plot,0,0,1350,Not Applicable,East,0,1700000,Guntur | Prathipadu
Andhra Pradesh,Srikakulam,Srikakulam,Residential Plot,0,0,1620,Not Applicable,East,0,2550000,Srikakulam | Arasavalli
Andhra Pradesh,Guntur,Guntur,Independent House,4,5,2205,Unfurnished,East,0,16225000,Guntur | Arundelpet
Telangana,Mahabubnagar,Mahabubnagar,Apartment,2,2,894,Semi-Furnished,East,6,2650000,Mahabubnagar | Jadcherla
Telangana,Siddipet,Siddipet,Independent House,6,7,2500,Unfurnished,North-East,0,11650000,Siddipet | Siddipet Town
Telangana,Mancherial,Mancherial,Apartment,3,3,1227,Unfurnished,North,0,3500000,Mancherial | Mancherial Town
Telangana,Nizamabad,Nizamabad,Apartment,3,3,1369,Semi-Furnished,East,4,3625000,Nizamabad | Bodhan
Andhra Pradesh,Krishna,Vijayawada,Apartment,2,3,824,Semi-Furnished,North,1,3525000,Krishna | Tadigadapa
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Independent House,2,1,1300,Furnished,East,5,5850000,Visakhapatnam | Gajuwaka
Telangana,Warangal,Warangal,Apartment,2,2,1165,Unfurnished,West,0,2525000,Warangal | Sangem
Telangana,Khammam,Khammam,Apartment,2,3,1049,Semi-Furnished,North,2,3700000,Khammam | Sathupalli
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,2,2,1123,Unfurnished,South-East,0,8700000,Medchal Malkajgiri | Bachupally
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,4,3,2454,Unfurnished,East,0,13775000,Medchal Malkajgiri | ECIL
Telangana,Hyderabad,Hyderabad,Apartment,2,2,986,Unfurnished,North,0,11525000,Hyderabad | Himayatnagar
Andhra Pradesh,Anakapalli,Anakapalle,Residential Plot,0,0,1620,Not Applicable,North-East,0,2075000,Anakapalli | Atchutapuram
Telangana,Rajanna Sircilla,Sircilla,Villa,3,3,2331,Unfurnished,East,0,11425000,Rajanna Sircilla | Sircilla Town
Telangana,Nizamabad,Nizamabad,Residential Plot,0,0,2403,Not Applicable,West,0,4725000,Nizamabad | Khaleelwadi
Andhra Pradesh,Nandyal,Nandyal,Residential Plot,0,0,1800,Not Applicable,East,0,3475000,Nandyal | Nandyal Town
Telangana,Rangareddy,Hyderabad,Apartment,3,3,1434,Unfurnished,North,1,7875000,Rangareddy | Maheshwaram
Telangana,Nizamabad,Nizamabad,Apartment,1,1,513,Unfurnished,East,0,1375000,Nizamabad | Bodhan
Andhra Pradesh,Polavaram,Rampachodavaram,Independent House,3,3,1901,Unfurnished,East,2,2125000,Polavaram | Kunavaram
Telangana,Hyderabad,Hyderabad,Independent House,6,6,3304,Unfurnished,South,4,26400000,Hyderabad | Tolichowki
Telangana,Mancherial,Mancherial,Villa,3,3,1850,Unfurnished,North-East,21,7300000,Mancherial | Mancherial Town
Telangana,Adilabad,Adilabad,Apartment,2,2,1186,Furnished,North,1,2250000,Adilabad | Boath
Telangana,Rangareddy,Hyderabad,Apartment,3,2,1351,Furnished,North,24,5575000,Rangareddy | Ibrahimpatnam
Andhra Pradesh,NTR,Vijayawada,Apartment,2,1,1086,Unfurnished,West,3,4900000,NTR | Ajit Singh Nagar
Telangana,Hyderabad,Hyderabad,Independent Builder Floor,3,2,1568,Semi-Furnished,North-East,0,17575000,Hyderabad | Secunderabad
Telangana,Karimnagar,Karimnagar,Independent House,2,3,1237,Semi-Furnished,South,0,4050000,Karimnagar | Manakondur
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,2,3,1061,Unfurnished,West,12,7725000,Medchal Malkajgiri | Kukatpally
Andhra Pradesh,Srikakulam,Srikakulam,Independent House,3,4,1745,Semi-Furnished,South-East,6,9425000,Srikakulam | Srikakulam Town
Telangana,Jayashankar Bhupalpally,Bhupalpally,Independent House,2,2,1230,Furnished,North,7,4275000,Jayashankar Bhupalpally | Bhupalpally Town
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Independent House,5,6,2978,Furnished,South,4,16000000,Sri Potti Sriramulu Nellore | Stonehousepeta
Andhra Pradesh,Polavaram,Rampachodavaram,Independent House,5,4,2833,Unfurnished,East,0,6500000,Polavaram | Rampachodavaram
Andhra Pradesh,YSR Kadapa,Kadapa,Residential Plot,0,0,1620,Not Applicable,North,0,1525000,YSR Kadapa | Pulivendula
Telangana,Karimnagar,Karimnagar,Independent House,3,3,1734,Semi-Furnished,South,0,6325000,Karimnagar | Chaitanyapuri
Andhra Pradesh,Guntur,Guntur,Independent Builder Floor,3,3,1124,Furnished,North,22,5075000,Guntur | Lakshmipuram
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Villa,4,5,2668,Semi-Furnished,North,5,11450000,Sri Potti Sriramulu Nellore | Kovur
Telangana,Khammam,Khammam,Apartment,3,3,1289,Semi-Furnished,West,8,4275000,Khammam | Madhira
Andhra Pradesh,Krishna,Vijayawada,Apartment,4,4,2268,Unfurnished,North,0,10175000,Krishna | Gannavaram
Telangana,Medchal Malkajgiri,Hyderabad,Independent House,2,2,1479,Semi-Furnished,East,1,11925000,Medchal Malkajgiri | ECIL
Andhra Pradesh,NTR,Vijayawada,Independent House,3,3,1640,Furnished,North,11,6750000,NTR | Jaggayyapeta
Andhra Pradesh,Polavaram,Rampachodavaram,Independent House,3,3,1777,Unfurnished,South,4,2425000,Polavaram | Addateegala
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Residential Plot,0,0,1197,Not Applicable,North,0,5725000,Visakhapatnam | Maddilapalem
Telangana,Hyderabad,Hyderabad,Residential Plot,0,0,1800,Not Applicable,North,0,13300000,Hyderabad | Tolichowki
Andhra Pradesh,NTR,Vijayawada,Residential Plot,0,0,1998,Not Applicable,North,0,5850000,NTR | Gunadala
Andhra Pradesh,Kakinada,Kakinada,Independent House,4,4,1994,Semi-Furnished,West,1,6475000,Kakinada | Peddapuram
Telangana,Jayashankar Bhupalpally,Bhupalpally,Independent Builder Floor,2,3,949,Semi-Furnished,North-East,29,1100000,Jayashankar Bhupalpally | Palimela
Telangana,Khammam,Khammam,Villa,4,4,2346,Furnished,South-East,1,7850000,Khammam | Yerrupalem
Telangana,Sangareddy,Sangareddy,Independent House,5,5,1996,Unfurnished,East,3,9425000,Sangareddy | Sangareddy Town
Andhra Pradesh,Eluru,Eluru,Villa,3,3,2333,Semi-Furnished,East,0,6800000,Eluru | Bhimadole
Andhra Pradesh,Annamayya,Madanapalle,Residential Plot,0,0,1620,Not Applicable,North-East,0,2825000,Annamayya | Madanapalle Town
Andhra Pradesh,Palnadu,Narasaraopet,Independent House,2,2,911,Unfurnished,East,9,3300000,Palnadu | Narasaraopet Town
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Independent House,5,6,2102,Unfurnished,East,2,11075000,Sri Potti Sriramulu Nellore | Dargamitta
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,3,2,1234,Unfurnished,North,1,10975000,Visakhapatnam | Sagar Nagar
Telangana,Nalgonda,Nalgonda,Apartment,2,1,1171,Unfurnished,West,1,4825000,Nalgonda | Nalgonda Town
Telangana,Rangareddy,Hyderabad,Apartment,2,2,871,Furnished,South,1,4150000,Rangareddy | Kandukur
Telangana,Khammam,Khammam,Independent House,2,2,1293,Semi-Furnished,East,2,6675000,Khammam | Gandhi Chowk
Telangana,Sangareddy,Hyderabad,Independent House,3,3,1745,Unfurnished,North,0,15200000,Sangareddy | Kollur
Telangana,Nizamabad,Nizamabad,Apartment,2,2,1233,Unfurnished,South,3,4950000,Nizamabad | Khaleelwadi
Telangana,Peddapalli,Peddapalli,Apartment,3,3,2078,Unfurnished,West,2,7100000,Peddapalli | Ramagundam
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Residential Plot,0,0,2700,Not Applicable,South,0,8825000,Visakhapatnam | Madhurawada
Telangana,Hyderabad,Hyderabad,Villa,4,4,3258,Semi-Furnished,East,17,30150000,Hyderabad | Kachiguda
Telangana,Mahabubnagar,Mahabubnagar,Villa,3,4,1834,Furnished,South,2,5350000,Mahabubnagar | Balanagar
Andhra Pradesh,Kurnool,Kurnool,Residential Plot,0,0,1350,Not Applicable,East,0,1250000,Kurnool | Alur
